"id";"name";"reg_number";"start_date";"email";"phone";"website";"address";"type";"city";"lat";"lng";"is_active";"datetime";"hashed";"country_id";"municipality_id";"user_id"
311;"Lafahek Oil & Gas Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-28 09:35:30.604603";"9dfcd5e558dfa04aaf37f137a1d9d3e5";1;1;1
312;"Lindamenia Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-29 00:09:16.635783";"950a4152c2b4aa3ad78bdd6b366cc179";1;1;1
313;"Loja Lidwi Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-29 00:19:41.089879";"158f3069a435b314a80bdcb024f8e422";1;1;1
314;"Ma'car Production House Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-29 00:40:11.413679";"758874998f5bd0c393da094e1967a72b";1;1;1
315;"Martelia Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-29 00:46:04.641253";"ad13a2a07ca4b7642959dc0c4c740ab6";1;1;1
316;"Bia Mapel Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-30 04:13:41.264603";"3fe94a002317b5f9259f82690aeea4cd";1;1;1
317;"Cambota Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-30 04:19:48.779167";"5b8add2a5d98b1a652ea7fd72d942dac";1;1;1
318;"Ely Karya Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-30 04:35:10.490806";"432aca3a1e345e339f35a30c8f65edce";1;1;1
319;"Emmanuel Mileniel Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-30 06:12:02.906633";"8d3bba7425e7c98c50f52ca1b52d3735";1;1;1
320;"Milcha Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-30 07:06:06.947010";"320722549d1751cf3f247855f937b982";1;1;1
321;"Michael Tefa Aby Travel Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-30 08:12:02.018436";"caf1a3dfb505ffed0d024130f58c5cfa";1;1;1
322;"Michael Tefa Aby Travel Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-30 08:12:28.540074";"5737c6ec2e0716f3d8a7a5c4e0de0d9a";1;1;1
323;"Nelces Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-30 08:18:54.272303";"bc6dc48b743dc5d013b1abaebd2faed2";1;1;1
324;"New Lucky Aluminium Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-30 08:35:50.262424";"f2fc990265c712c49d51a18a32b39f0c";1;1;1
325;"Niquir International Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-30 08:40:09.835041";"89f0fd5c927d466d6ec9a21b9ac34ffa";1;1;1
326;"Gos Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 01:55:24.087594";"a666587afda6e89aec274a3657558a27";1;1;1
327;"Goubara Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 02:30:38.774435";"b83aac23b9528732c23cc7352950e880";1;1;1
328;"Haburas Sarai Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 06:06:13.557220";"cd00692c3bfe59267d5ecfac5310286c";1;1;1
329;"Kay Seng Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 06:20:41.204994";"6faa8040da20ef399b63a72d0e4ab575";1;1;1
330;"Novo Turismo Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 06:23:21.505152";"fe73f687e5bc5280214e0486b273a5f9";1;1;1
331;"NR Company Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 06:38:09.989185";"6da37dd3139aa4d9aa55b8d237ec5d4a";1;1;1
332;"Leo Dok Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 06:48:10.513676";"c042f4db68f23406c6cecf84a7ebb0fe";1;1;1
333;"Politeknik Bandung Foundation";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 08:07:28.686272";"310dcbbf4cce62f762a2aaa148d556bd";1;1;1
334;"Projecto Foco UNTL";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 08:10:38.606319";"2f2b265625d76a6704b08093c652fd79";1;1;1
335;"PT. Timor Delta Solusindo";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 08:14:16.003401";"f9b902fc3289af4dd08de5d1de54f68f";1;1;1
336;"Ramelau Travel Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 08:21:18.284290";"6855456e2fe46a9d49d3d3af4f57443d";1;1;1
337;"Rayatex Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 08:27:42.723887";"357a6fdf7642bf815a88822c447d9dc4";1;1;1
338;"Reveuse Travel & Tour Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-05-31 08:29:59.608425";"819f46e52c25763a55cc642422644317";1;1;1
339;"Barver Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 09:06:41.721354";"04025959b191f8f9de3f924f0940515f";1;1;1
340;"Bemos I Construction Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 09:30:33.585080";"40008b9a5380fcacce3976bf7c08af5b";1;1;1
341;"Chantel Chander Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 09:52:47.788995";"3dd48ab31d016ffcbf3314df2b3cb9ce";1;1;1
342;"Darlau Construction & Engineering Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 09:55:08.953502";"58238e9ae2dd305d79c2ebc8c1883422";1;1;1
343;"Gali's Bro Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 10:40:54.081183";"3ad7c2ebb96fcba7cda0cf54a2e802f5";1;1;1
344;"Jelamor Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 10:46:46.350011";"b3967a0e938dc2a6340e258630febd5a";1;1;1
345;"K-6 Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 10:58:29.795825";"d81f9c1be2e08964bf9f24b15f0e4900";1;1;1
346;"Leo-Hilin Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 11:04:54.419600";"13f9896df61279c928f19721878fac41";1;1;1
347;"Lero Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 11:05:10.744754";"c5ff2543b53f4cc0ad3819a36752467b";1;1;1
348;"Lonacca Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 11:26:17.071268";"01386bd6d8e091c2ab4c7c7de644d37b";1;1;1
349;"Luliana Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 11:30:11.822057";"0bb4aec1710521c12ee76289d9440817";1;1;1
350;"Naroman Mosu Dadaun Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 11:37:32.178492";"9de6d14fff9806d4bcd1ef555be766cd";1;1;1
351;"Nulia Construction Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 11:44:52.763514";"efe937780e95574250dabe07151bdc23";1;1;1
352;"Talamori Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-01 12:02:46.011522";"371bce7dc83817b7893bcdeed13799b5";1;1;1
353;"Centeliziumen Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 03:21:34.763216";"138bb0696595b338afbab333c555292a";1;1;1
354;"Quintas das Flores Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:00:50.904104";"8dd48d6a2e2cad213179a3992c0be53c";1;1;1
355;"Renova Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:05:20.889274";"82cec96096d4281b7c95cd7e74623496";1;1;1
356;"Romante Unip. Lda";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:09:10.033107";"6c524f9d5d7027454a783c841250ba71";1;1;1
357;"Ryzena Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:16:23.553954";"fb7b9ffa5462084c5f4e7e85a093e6d7";1;1;1
358;"Samadare Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:16:29.912506";"aa942ab2bfa6ebda4840e7360ce6e7ef";1;1;1
359;"Suai Indah Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:38:08.181874";"c058f544c737782deacefa532d9add4c";1;1;1
360;"Tansos Unip. Lda. JV Vamelda Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:42:54.559613";"e7b24b112a44fdd9ee93bdf998c6ca0e";1;1;1
361;"Uatos Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:51:39.107202";"52720e003547c70561bf5e03b95aa99f";1;1;1
362;"Verde Caisahe. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:51:55.263768";"c3e878e27f52e2a57ace4d9a76fd9acf";1;1;1
363;"Venjus Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:57:39.032862";"00411460f7c92d2124a67ea0f4cb5f85";1;1;1
364;"Yoku Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:57:51.521415";"bac9162b47c56fc8a4d2a519803d51b3";1;1;1
365;"Chik-Tete Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:58:00.891520";"9be40cee5b0eee1462c82c6964087ff9";1;1;1
366;"Co. Cactus Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:58:13.476794";"5ef698cd9fe650923ea331c15af3b160";1;1;1
367;"DMF Aceso Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 06:58:21.580605";"05049e90fa4f5039a8cadc6acbb4b2cc";1;1;1
368;"Raku Anu Fa Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 07:21:50.551174";"cf004fdc76fa1a4f25f62e0eb5261ca3";1;1;1
369;"Always Construction Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 07:25:11.342846";"0c74b7f78409a4022a2c4c5a5ca3ee19";1;1;1
370;"Atunegos Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 07:28:29.732076";"d709f38ef758b5066ef31b18039b8ce5";1;1;1
371;"Banudu B. H. L. Enterprice Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 07:28:41.745865";"41f1f19176d383480afa65d325c06ed0";1;1;1
372;"Bobolait Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 07:34:22.065963";"24b16fede9a67c9251d3e7c7161c83ac";1;1;1
373;"Carnesia Recordeas Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 07:39:23.044605";"ffd52f3c7e12435a724a8f30fddadd9c";1;1;1
374;"Celfa Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 07:39:30.560997";"ad972f10e0800b49d76fed33a21f6698";1;1;1
375;"Eureka Gagas Utama Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 07:39:45.135546";"f61d6947467ccd3aa5af24db320235dd";1;1;1
376;"FM-Diena Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 08:09:52.696489";"142949df56ea8ae0be8b5306971900a4";1;1;1
377;"Renaissance Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 08:10:00.950473";"d34ab169b70c9dcd35e62896010cd9ff";1;1;1
378;"Sae Lari Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 08:10:08.884660";"8bf1211fd4b7b94528899de0a43b9fb3";1;1;1
379;"Sae Lari Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 08:16:48.536953";"a02ffd91ece5e7efeb46db8f10a74059";1;1;1
380;"Silias Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 08:16:57.016594";"bca82e41ee7b0833588399b1fcd177c7";1;1;1
381;"SKF JV Chachailala Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 08:17:04.405424";"00ec53c4682d36f5c4359f4ae7bd7ba1";1;1;1
382;"Super Jaya Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 08:17:11.702230";"4f6ffe13a5d75b2d6a3923922b3922e5";1;1;1
383;"Surik Saki Rai Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 08:28:47.316945";"beed13602b9b0e6ecb5b568ff5058f07";1;1;1
384;"Tattoo Brothers Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 08:28:58.256680";"0584ce565c824b7b7f50282d9a19945b";1;1;1
385;"Voar Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 08:29:06.458037";"dc912a253d1e9ba40e2c597ed2376640";1;1;1
386;"Caiulu Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-02 08:47:44.418401";"39461a19e9eddfb385ea76b26521ea48";1;1;1
387;"Starco Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-07 07:43:22.970351";"8efb100a295c0c690931222ff4467bb8";1;1;1
388;"AP Santava Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-07 10:59:51.904288";"d9fc5b73a8d78fad3d6dffe419384e70";1;1;1
389;"Riri Brothers's Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-09 00:49:23.092011";"c86a7ee3d8ef0b551ed58e354a836f2b";1;1;1
390;"Ruten Almar Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-09 00:49:39.299703";"a01a0380ca3c61428c26a231f0e49a09";1;1;1
391;"Merit Partners Pty. Ltd.";"";"";"";"";"";"";"";"";"";"";1;"2023-06-11 14:51:13.133583";"5a4b25aaed25c2ee1b74de72dc03c14e";1;1;1
392;"Aset Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-07 04:38:48.092731";"f73b76ce8949fe29bf2a537cfa420e8f";1;1;1
393;"Dili United Construction Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-07 04:45:26.919410";"70c639df5e30bdee440e4cdf599fec2b";1;1;1
394;"Express Distribution Services & Diverses Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-07 06:00:42.131288";"28f0b864598a1291557bed248a998d4e";1;1;1
395;"Fitun Diak Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-07 06:19:47.423995";"1543843a4723ed2ab08e18053ae6dc5b";1;1;1
396;"Hidayat Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-07 06:34:00.674357";"f8c1f23d6a8d8d7904fc0ea8e066b3bb";1;1;1
397;"Ilie Chao Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-07 06:45:06.476591";"e46de7e1bcaaced9a54f1e9d0d2f800d";1;1;1
398;"Jamatil Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-07 06:49:11.104000";"b7b16ecf8ca53723593894116071700c";1;1;1
399;"Youtejia Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-07 06:49:23.202988";"352fe25daf686bdb4edca223c921acea";1;1;1
400;"Manu Bey Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-07 07:42:02.586427";"18d8042386b79e2c279fd162df0205c8";1;1;1
401;"Sarakoe Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-11 05:08:41.320304";"816b112c6105b3ebd537828a39af4818";1;1;1
402;"Quatro Colegas Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-11 07:04:32.198073";"69cb3ea317a32c4e6143e665fdb20b14";1;1;1
403;"Shabryca Construction Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-11 07:07:46.113706";"bbf94b34eb32268ada57a3be5062fe7d";1;1;1
404;"Nestodasil Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-11 07:20:24.806165";"4f4adcbf8c6f66dcfc8a3282ac2bf10a";1;1;1
405;"WTJ Contractor Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-11 07:26:53.361687";"bbcbff5c1f1ded46c25d28119a85c6c2";1;1;1
406;"Sunniness Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-11 07:29:49.290749";"8cb22bdd0b7ba1ab13d742e22eed8da2";1;1;1
407;"Lanicia Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-11 07:35:00.554440";"f4f6dce2f3a0f9dada0c2b5b66452017";1;1;1
408;"Jenetbi Gumer Design Consultant Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-12 01:15:50.165692";"0d0fd7c6e093f7b804fa0150b875b868";1;1;1
409;"PT. Madya Mangunkarsa";"";"";"";"";"";"";"";"";"";"";1;"2023-09-12 01:16:02.267012";"a96b65a721e561e1e3de768ac819ffbb";1;1;1
410;"Jonarear Multiline Unip. Lda.";"";"";"";"";"";"";"";"";"";"";1;"2023-09-12 01:29:17.374794";"1068c6e4c8051cfd4e9ea8072e3189e2";1;1;1
411;"PT. Fasade Kobetama International";"";"";"";"";"";"";"";"";"";"";1;"2023-09-12 01:29:56.541324";"17d63b1625c816c22647a73e1482372b";1;1;1
412;"B";"";"";"";"";"";"";"";"";"";"";1;"2024-02-14 18:53:11.297941";"b9228e0962a78b84f3d5d92f4faa000b";1;1;1
